,name,new_price,old_price,discount,rating,votes
968,1/12 Dollhouse Miniature Bread Maker W/ Bread & Jam Foods Ki,1070.0,"KSh 2,139",50%,,
969,6 In 1 Dust Cleaner Camera Cleaning Kit Lens Brush+ 3pcs,1049.0,"KSh 2,097",50%,,
970,Fashion Prettyia Copper Compression Socks 20-30mmHg Gradua,1082.0,"KSh 2,163",50%,,
971,2pcs 1/12 Dollhouse Miniature Dish Rack Kitchen Tableware Li,1070.0,"KSh 2,139",50%,,
972,WhiteGreenBluePink Opal Glass Crystal Hot Fix Rhinestone,2558.0,"KSh 3,221",21%,,
973,1 Set Safe Non Toxic Children Girl Princess Makeup,4655.0,"KSh 7,073",34%,,
974,Skin Feel Leather Case,999.0,"KSh 1,427",30%,,
975,Winter Fleece Thermal Hoodie Sweatshirt For Men Casual Slim Thick Warm Windbreaker Jacket Plus Velvet Hooded Coats Hoodies Homem,5190.0,"KSh 8,948",42%,,
976,For Motorola Moto G60S Leather Case(Pink),1036.0,"KSh 2,220",53%,,
977,Fashion Lenmemsen Simple Loose Cotton Sweatshirts Sets Women Spring Casual Sleeveless,3990.0,"KSh 6,879",42%,,
978,Winter Fleece Thermal Hoodie Sweatshirt For Men Casual Slim Thick Warm Windbreaker Jacket Plus Velvet Hooded Coats Hoodies Homem,5190.0,"KSh 8,948",42%,,
979,24Pcs/Box Pink And White Fake Nails Full Cover Detachable,658.0,"KSh 1,097",40%,,
980,Front Housing LCD Frame Bezel Plate For Xiaomi Poco F3 M2012K11AG (Blue),1699.0,"KSh 3,058",44%,,
981,Brand New BT30 Black Bluetooth Headset LED Display Touch Type,1376.0,"KSh 1,939",29%,,
982,Display Contact Screen for Samsung Galaxy A51 LCD A515,5642.0,"KSh 8,745",35%,,
983,"Air Fryer Accessories Three Stackable Rack for Gowise Phillips USA Cozyna Ninjia Airfryer,Air Fryer Rack Stainless Steel",2964.0,"KSh 5,395",45%,,
984,Punch-Free Pot Cover Rack Knife Holder Kitchen Pendant Knives Cutting Board Pot Cover Wall-Mounted Storage RackWhite,2696.0,"KSh 5,391",50%,,
985,"2 American English Ring Size Table Suit, Finger Measuring Ba",59.0,KSh 118,50%,,
986,915 Generation Metal Cake Stand Party Dessert Pedestal Display Plate Home D,12620.0,"KSh 23,725",47%,,
987,Glamour Fashion Woman Green Zircon Silver Plated Ring Engagement Wedding Ring Jewelry Accessories,888.0,"KSh 1,480",40%,,
988,915 Generation BMS 10S 36V 15A 18650 - Lithium Battery Charge Protection Bo,1288.0,"KSh 2,422",47%,,
989,21214-1602610 New Clutch Master Cylinder for Lada Niva II 1.7 2002-2017,2463.0,"KSh 4,877",49%,,
990,Fashion Trucks for Mens Sports Tracksuit Pants Informal Adjusted Pants for Training,3308.0,,,,
991,Car Power Windows Control Switch for Mercedes Benz W211 E280 E320 E500 E63 AMG CL CLS Door Glass Lifter Switch Button,3835.0,"KSh 6,980",45%,,
992,For Samsung Z Flip 4 3 2 Case Untra Thin Anti-Fingerprint-Dark Green,3290.0,"KSh 5,672",42%,,
993,Led Dynamic Turn Signal Light Side Fender Marker Sequential Blinker Lamp for -BMW 1 3 5 X Series E46 E60 E82 E90,2141.0,,,,
994,Round Decker Mosquito Net - Free Size - Purple,1399.0,"KSh 1,999",30%,3.7 out of 5,3.7 out of 5(18)
995,915 Generation High Gain Small Loop Antenna 5V Bias Power Supply Bias-T SMA,2603.0,"KSh 4,555",43%,,
996,KDEAM Fashion Polarized Sunglasses Men's Glasses Men's Windproof Beach Goggles Colorful True Film Sunglasses Light C2,1382.0,"KSh 2,764",50%,,
997,Car Interior Front Armrest Box Lock Latch Handle for Toyota Land Cruiser 100 LC100 UZJ100 1998-2007,1986.0,"KSh 3,616",45%,,
998,Fashion Mens Summer Shorts Cotton Linen Solid Drawstrings Waist,1742.0,"KSh 3,402",49%,,
999,"Yogurt Organizer for Fridge, Yogurt Holder for Refrigerator Organizer Slider Yogurt Organizer Sliding Yogurt Holder",1939.0,"KSh 3,528",45%,,
1000,Kid Adult Life Jackets Vest Kayak Buoyancy Safe Sailing Swim,18060.0,"KSh 36,119",50%,,
1001,Fashion Mens Watches Male Luminous Men's Watch Stainless Steel,1916.0,"KSh 3,186",40%,,
1002,"Doll  Infant  20"" Anatomically Correct Teaching Aids",5393.0,"KSh 6,472",17%,,
1003,TYPE-C Nano V3.0 Development Board Compatible with Arduino,969.0,"KSh 1,745",44%,,
1004,7inch TFT LCD Car Rear View VGA DVD VCR For Backup Camera,8768.0,"KSh 17,535",50%,,
1005,2Pack USB Cable Power Charge Data Lead Cradle For   GPS Sport Watch,2100.0,"KSh 4,190",50%,,
1006,2Pack USB Cable Power Charge Data Lead Cradle For   GPS Sport Watch,2100.0,"KSh 4,190",50%,,
1007,Folding Toddler Kids Play Tent Crawl Tunnel Indoor Outdoor Playhouse Large Without Tunnel,10060.0,"KSh 20,119",50%,,
1008,Halloween Nurse Bloody Long Gloves Hand Costume Fancy Dress Cosplay Prop Decor(No.#1),4162.0,"KSh 6,120",32%,,
1009,Headset Covers Headphone Ear Pad Cushions For SONY,1900.0,"KSh 3,799",50%,,
1010,Fashion Outdoor High Decibel Camping Emergency  With Lanya,25140.0,"KSh 50,279",50%,,
1011,Flat Top Breathable   Mens Prayer  White,547.0,KSh 766,29%,,
1012,"Galaxy S21 FE Case,Clear Hybrid Hard Back PC TPU Bumper",1290.0,"KSh 2,580",50%,,
1013,Uh5540 Komatsu Hd605 -Keyring Toy,10800.0,,,,
1014,Headset Covers Headphone Ear Pad Cushions For SONY,1900.0,"KSh 3,790",50%,,
1015,Tech Long Gloves Dark Green Faux Leather 70cm Wide,10360.0,,,,
1016,TWS-A10 Bluetooth Earphone,4999.0,"KSh 7,141",30%,,
1017,(Glass-Glue-Light)(For 41MM)3D Curved Full Cover Film For Apple Watch 8 SE 6 5 3 38 42 40 44mm Scr,2590.0,"KSh 4,465",42%,,
1018,Fashion Men's All-match Leather Shoes,4900.0,"KSh 7,350",33%,,
1019,Baby Toy Coloring Water Drawing Mat Painting Writing Mat Doodle with Magic Pen Educational Toys Children Rug Gift,406.0,KSh 802,49%,,
1020,Pants Storage Box Plastic Storage Container Home Closet Organizer Box Layered Wardrobe Clothes Jeans Shirt Organizer B,3063.0,,,,
1021,"Galaxy Z Flip3 5G Case, Slim Plating Bumper Transparent Hinge-Protection Case Cover For Samsung Galaxy Z Flip 3 5G",2390.0,"KSh 4,428",46%,,
1022,Fashion Hollow Mechanical Watch Men Exquisite Carving,4754.0,"KSh 7,918",40%,,
1023,Fashion Men's Waterproof Sports Analog Digital Led Quartz Wrist,3140.0,"KSh 5,225",40%,,
1024,Intelligent Water Irrigation Controller Knob Type Garden,4224.0,"KSh 7,040",40%,,
1025,Double-sided Knife Hair Cutting Comb + Stainless Steel Double-sided Blade/hair Cutting Device/hair Cutting Knife Thinning Comb,592.0,"KSh 1,036",43%,,
1026,Cloth Laundry Basket Foldable Toy Storage Box with Handles,1128.0,"KSh 2,106",46%,,
1027,Fashion (Apricot) Lifter Pants Women Ocks Plump Hips Body Shaping S With Sponge Boxer,2590.0,"KSh 4,465",42%,,
1028,Samsung Flash Disk 64GB + Free OTG Cable,1300.0,,,4.1 out of 5,4.1 out of 5(72)
1029,"Rubber 4.10-4 4"" Replacment Inner Tube Outter Tire For",6308.0,"KSh 8,831",29%,,
1030,50PCS 420Ml  Stand Bag Leak Proof Drink Packaging Bag,3564.0,"KSh 5,524",35%,,
1031,Wireless Remote Call Buttons Caregiver Pager For Nurse Alarm Personal,1714.0,"KSh 2,400",29%,,
1032,"Watch Box for Men, Large Watch Display Case",8076.0,"KSh 12,517",35%,,
1033,Magnetic Wireless Chargers Charger 15W Adapter Station Dock Black,1627.0,"KSh 2,115",23%,,
1034,7 Inch Square Daytime Running Light Car Motorcycle Front Headlight DRL High Low Beam Flood Spotlights LED Work Light,5035.0,"KSh 9,516",47%,,
1035,7x 100Pcs Aluminum Crimping Loop Sleeve Fishing Wire Pipe,1168.0,"KSh 1,752",33%,,
1036,Mini Portable Magnetic Car Air Vent Mount Dashboard-Black,194.0,KSh 388,50%,,
1037,"Capless Fuel Funnel Multipurpose For 8U5Z-17B068-B,8U5A-17B068 Gray",755.0,"KSh 1,133",33%,,
1038,Free Size Round Mosquito Net - Pink,1999.0,,,,
1039,Folding Round Table Outdoor Three-Legged Dining Table,6528.0,"KSh 11,751",44%,,
1040,Dual Channel Speaker Protection Circuit Board High-Power Audio Amplifier Speaker Protector,885.0,"KSh 1,699",48%,,
1041,White Polyester Spandex Stretch Wedding Banquet Bar Hotel Chair Arched Cover,1909.0,"KSh 3,817",50%,,
1042,Fashion Women's Mid-length Coat Thicken Warm Long Sleeve Top Soft,4481.0,"KSh 8,910",50%,,
1043,915 Generation Stand for 14.4-18V Lithium Battery Holder,716.0,"KSh 1,346",47%,,
1044,"Halloween Gills Fit Grill & Bottom Grill, Removable,",548.0,KSh 658,17%,,
1045,915 Generation Replacement Remote Control for Pioneer RC-927R AV Amplifier,1173.0,"KSh 2,205",47%,,
1046,Universal Motorcycle Scooter Mirror Side Rearview Mirrors 8mm 10mm for Kawasaki Yamaha Nmax155 Forza350 Red,4570.0,"KSh 9,140",50%,,
1047,"Small Clear Plastic Beads Storage Containers Box with Hinged Lid for Accessories,Crafts,Learning Supplies,Screws,Drills",241.0,KSh 481,50%,,
1048,915 Generation Metal Gear Micro- Servo 9G Servo Motor Anti Blocking Servo,1316.0,"KSh 2,303",43%,,
1049,Fashion Ultra-Light Rainproof Windbreaker Jacket Breathable,1281.0,"KSh 2,430",47%,,
1050,915 Generation MPPT Solar Charge Controller Multiple Protection Solar Solar QC3.0 Controller with LCD Screen(20A),1669.0,"KSh 3,170",47%,,
1051,Carbon Fiber Wallet Phone Case,999.0,"KSh 1,427",30%,,
1052,10M Button Hole Knit Elastic Band Sewing Craft 20mm,542.0,"KSh 1,058",49%,,
1053,Women Ring Shining Rhinestone Wedding Ring Alloy Finger,275.0,KSh 486,43%,,
1054,Women Ring Shining Rhinestone Wedding Ring Alloy Finger,275.0,KSh 486,43%,,
1055,"15.7 Inch X 10FT Plastic Chicken Fence Mesh,Hexagonal Fencing Wire for Gardening, Poultry, Chicken Wire Frame Black",3808.0,,,,
1056,For Samsung Galaxy Note 9 Anti-Drop Phone Hard Casing,371.0,KSh 648,43%,,
1057,Ceramic Fleshy Flower Vase Succulent Pot Table Black 6x6x9.2cm,777.0,"KSh 1,166",33%,,
1058,Fashion Girls' Short Boots Bowknot In Autumn Fashion Martin Boots,4090.0,"KSh 7,790",47%,,
1059,Earphone StorageBag Practical Wear-resistant Durable Silicon,1092.0,"KSh 2,183",50%,,
1060,3 Pieces 1:12 Modern Sofa Armchair Couch Doll House Furnitur,30700.0,"KSh 61,399",50%,,
1061,Autumn Winter Men Hoodies Fleece Warm Mens Sweatshirt Fashion Streetwear Casual Men's Pullovers Hoody Coat(#Red),4808.0,"KSh 7,070",32%,,
1062,Tempered Gl Film For Xiaomi Poco F3 GT,499.0,KSh 713,30%,,
1063,2 PCS 3D Curved Full Cover Soft PET Film Screen Protector,299.0,KSh 427,30%,,
1064,3Pcs/Set Curtain Rod Brackets Heavy Duty Double Rod Holders Durable Metal Curtain Rod Wall Brackets with Screw Black,1719.0,"KSh 3,438",50%,,
1065,3 Pieces Flat Tire Sealer Tire Lever For Removing,1070.0,"KSh 2,139",50%,,
1066,Valve Adjustable Valve 1/4 Inch Right Angle,1332.0,"KSh 2,664",50%,,
1067,Winter Kids Cotton Shoes Non-Slip Warm Baby Brown,1910.0,"KSh 3,810",50%,,
1068,Realme 8[5G]  Case  Cover  Phone Case,2500.0,"KSh 3,800",34%,,
1069,Infrared FPC Flex Cable For IPhone XR,599.0,KSh 855,30%,,
1070,10 x White Sanding Blocks for Nail Design Nail Polishing Block Polishing Surfaces Nail File Block Nail Art Manicure Tool,363.0,KSh 726,50%,,
1071,Swim Air Pillows Winterizing Heavy-Duty Pool Pillows,6790.0,"KSh 11,706",42%,,
1072,23-25pack 3.5mm AUX In Audio Input Cable  Adapter,32101.0,"KSh 64,201",50%,,
1073,"2 Pieces DC12V-24V Waterproof Car Voltmeter with LED Digital Display and Mounting Plate, Round Voltage Meter (Red Light)",955.0,"KSh 1,739",45%,,
1074,915 Generation 36V 48V 52V 60V 350W 18A Brushless DC Motor Ebike Controller LCD,9858.0,"KSh 17,252",43%,,
1075,Adjustable Stand Up Gimble Belt Boat Game Fishing Rod Holder Fishing Accessories Fishing TackleRed,1952.0,"KSh 3,904",50%,,
1076,Car DC 12V To AC 110V 220V 20KHZ Power Inverter,928.0,"KSh 1,597",42%,,
1077,Leather Flip Case Cover For Huawei Honor Play7T Pro,888.0,"KSh 1,499",41%,,
1078,TU04 BT Sound Mixing Console Record 48V Monitor AUX Paths,6146.0,"KSh 9,968",38%,,
1079,Side Electroplated PU Case For Xiaomi Redmi 10,1299.0,"KSh 1,855",30%,,
1080,"Wet And Dry  Handheld 12V, Portable Dust Car Vehicle Vacuum Cleaner",1995.0,"KSh 2,793",29%,,
1081,USB 2.0 to RJ45 LAN Ethernet Network Adapter For Apple Mac MacBook Air Laptop PC,536.0,"KSh 1,072",50%,,
1082,915 Generation 150W Speaker Frequency Divider for 4-11 Inch Bookshelf Speak,1528.0,"KSh 2,872",47%,,
1083,915 Generation Pu Leather Shoulder Messenger Bag Round Bag Ladies Red,1108.0,"KSh 2,083",47%,,
1084,Fashion Mens Summer Shorts Cotton Linen Solid Drawstrings Waist,2184.0,"KSh 4,212",48%,,
1085,Fashion Mens Summer Shorts Cotton Linen Solid Drawstrings Waist,1967.0,"KSh 3,888",49%,,
1086,Fashion Mens Summer Shorts Cotton Linen Solid Drawstrings Waist,1748.0,"KSh 3,402",49%,,
1087,Fashion Mens Summer Shorts Cotton Linen Solid Drawstrings Waist,1665.0,"KSh 3,240",49%,,
1088,Fashion Mens Summer Shorts Cotton Linen Solid Drawstrings Waist,1813.0,"KSh 3,564",49%,,
1089,Electric Foot Massager Acupoints   Mat Not Electri,2040.0,"KSh 4,079",50%,,
1090,For KAWASAKI KZ550 KZ750 KZ900 KZ1000 Replace 21121-1003,3380.0,"KSh 4,056",17%,,
1091,3-In-1 Plastic Combs Detangling Hair Comb Wide Tooth Comb,1092.0,"KSh 2,183",50%,,
1092,Gasoline Engine Compression Tester Auto Petrol Gas Engine,6590.0,"KSh 13,170",50%,,
1093,Pen  Grinding Pen DIY Package B,2886.0,"KSh 4,040",29%,,
1094,Fruit Vegetable Round Slicer Julienne Carrot Grater Cheese Kitchen Tool Green,7389.0,"KSh 14,777",50%,,
1095,A0257 Van Off Wall Sticker Logo Sign Colorful Wate,3321.0,,,,
1096,915 Generation IOT-GA8 4G TTL to Cat1 IoT Core Board GPRS Module,3467.0,"KSh 6,517",47%,,
1097,Temporary Fashion Tattoos Mechanical Thigh Sexy,3419.0,"KSh 5,129",33%,,
1098,Double-side Tempered Glass Magnetic Phone Case Cover-Golden,835.0,"KSh 1,670",50%,,
1099,Card 60/80/120 Art Colors Display Board Chart 01,1474.0,"KSh 1,916",23%,,
1100,TPU Phone Case For OnePlus Nord N10 5G(Black),299.0,KSh 427,30%,,
1101,AMOLED Touch Screen Digitizer Replacement Parts For-Black,4215.0,"KSh 8,429",50%,,
1102,Phone Holder Universal Strong Adhesiveness Folding Desk Smart Phone Mini Lazy Bracket For Video Calling-Blue,1070.0,"KSh 2,130",50%,,
1103,PU Phone Case For OnePlus10 Pro,799.0,"KSh 1,141",30%,,
1104,Samsung GKK Space PC+TPU Case,599.0,KSh 855,30%,,
1105,1/6 Mans Leather Shoes For 12inch Action Figure TC Dragon Male Bodies,870.0,"KSh 1,739",50%,,
1106,Modern Non Slip Area Rugs Fluffy  Living Room Carp,3460.0,"KSh 6,919",50%,,
1107,for iPad 8 iPad 7 10.2 Tablet Case Flip Leather Case Tablet,4213.0,"KSh 6,530",35%,,
1108,Fashion Summer 2022 Vintage Leopard Print Patchwork Suit Cotton And Linen Shirt Top And Loose Shorts Suit Casual Two-piece Suit JIN,3890.0,"KSh 6,706",42%,,
1109,Fashion Womens Curvy Jeans High Waist  Lifting Denim Pants Elastic Super Good Stretch,5190.0,"KSh 8,948",42%,,
1110,（USB C3.0 100M Silver）USB C Ethernet USB 3.0 2.0 To RJ45 Hub 10/100/1000M Ethernet Adapter Network Card USB Lan For Macbook Windows Tpec C,3890.0,"KSh 6,706",42%,,
1111,Fashion Sports Led Digital Kids Watches Girls Boys Clock Child,1895.0,"KSh 3,152",40%,,
1112,240Pcs Candy Colors Ballerina Fake Nails Natural Coffin,496.0,KSh 827,40%,,
1113,For IPhone 15 Armor PC + TPU Camera Shield Phone Case(Black),699.0,"KSh 1,099",36%,,
1114,"3M300LS 3M Super Adhesive Ultra-thin Transparent and High-temperature Resistant Double-sided Traceless Tape, Size: 55m x 20mm",3399.0,"KSh 4,856",30%,,
1115,2IN1 Square Liquid Silicone Case For Galaxy A52S A53 5G Funda-4yard,2490.0,"KSh 4,293",42%,,
1116,For IPhone 15 Holder RFID Anti-theft Phone Case(Black),1099.0,"KSh 1,699",35%,,
1117,Battery Back Cover With Side Keys For Galaxy A10s(Blue),699.0,KSh 999,30%,5 out of 5,5 out of 5(1)
1118,915 Generation PU Case for 2021 Pro 12.9 Inch Flip Case with Pen Slot(D),5168.0,"KSh 9,715",47%,,
1119,400PCS  Half Round Shaped Bell Beads Hat With,1142.0,"KSh 1,713",33%,,
1120,Black Punk Rock Men's Rings,444.0,,,,
1121,For Tecno Spark 8 Armor Bear Shockproof PC + TPU Phone Case With Ring Holder(White),699.0,"KSh 1,188",41%,,
1122,0.26mm 9H 2.5D Tempered Glass Film For Galaxy A20s,199.0,KSh 358,44%,,
1123,1:20 2.4G 4WDHigh Speed Radio Fast Remote Control RC RTR Racing Buggy Car Off Road Red (red),9247.0,"KSh 18,493",50%,,
1124,60 Pieces Disposable Replacement Sandpaper Disk For Electric Foot File,663.0,"KSh 796 - KSh 1,115",33%,,
1125,"Cable Organizer,Car Cable Organizer,7-Hole Cable",444.0,KSh 866,49%,,
1126,Practical Silicone Cover Case Universal Soft Silicone Ear Plug Cover,870.0,"KSh 1,739",50%,,
1127,Spot Welding Machine With Digital Display Spot Welder,3432.0,"KSh 6,487",47%,,
1128,Solong Tattoo Machine High Quality Adjustable,8781.0,"KSh 13,171",33%,,
1129,Facial  Extractor 3 Intensity Levels White,1574.0,"KSh 2,204",29%,,
1130,915 Generation Ceramic Space Heater Portable Electric Heater Fan with,8599.0,"KSh 16,338",47%,,
1131,Fruit Of The Wokali Aloe Vera 99% Soothing Gel - 160ml--,799.0,,,,
1132,Raywav Coach Swimming Training Bone Conduction Headset IPX8,13912.0,"KSh 27,823",50%,,
1133,12 Bluetooth Headset For Iphone Smartphone,1049.0,"KSh 2,097",50%,,
1134,Digital Multimeter Auto Range NCV AC/ 6000 Counts Voltage Indicator -- HT118A /HT118C /HT118D HT118A,8500.0,"KSh 16,990",50%,,
1135,X88 PRO 10 Android 10.0 Smart TV Box UHD 4K Media Player,6990.0,"KSh 13,970",50%,,
1136,915 Generation SURPASS HOBBY 540 55T Brushed Motor with 60A ESC Combo for,5223.0,"KSh 9,663",46%,,
1137,AC11 Audio Cable One To Two 3.5mm Turn 2RCA Audio Cable Double Lotus Audio Cable AV Cable Purple,2330.0,"KSh 4,650",50%,,
1138,1/12 Miniature Dollhouse Bed Dolls House Accessories Dollhou,2760.0,"KSh 5,519",50%,,
1139,Yokata 2pcs 9h Screen Protector Flim For Ipad 10.5,3627.0,"KSh 6,045",40%,,
1140,Handmade Vintage Lace Table Cloth Cover Towel For Home Kitchen Decor Beige A,7790.0,"KSh 13,431",42%,,
1141,915 Generation Car Quarter Side Window Cover Louver Scoop Vent For Ford,4646.0,"KSh 8,596",46%,,
1142,Fashion Women's Polka Dot Low Sleeve Linen G&#246;mlekTunik Casual Pants Top-,11390.0,"KSh 19,637",42%,,
1143,Bag Sealing Clip With Pour Spouts Seal Food Storage Bag Clip Gray,301.0,KSh 391,23%,,
1144,Fashion Male Solid Shorts Underwear,2300.0,"KSh 3,286",30%,,
1145,Fashion Male Solid Shorts Underwear,2300.0,"KSh 3,286",30%,,
1146,9H HD Alumina Tempered Glass Film For Samsung Galaxy M42 NFC,399.0,KSh 718,44%,,
1147,"4 Roll of 200 Disposable Cleaning Cloth,Reusable Kitchen Towel,Tableware Cloth,Non-Woven Cloth,Multi-Purpose Manual Wipe",2179.0,"KSh 3,965",45%,,
1148,Fashion Boho Casual Pockets Maxi Long Dress Vintage Plaid Printed,2221.0,"KSh 4,374",49%,,
1149,MK08 Fitness Tracker Blood Pressure Smartwatch For,4804.0,"KSh 9,513",50%,,
1150,5PCS 20MM x 33M Heat Resistant High Temperature Insulation Electronics Industry Welding Polyimide Tape,2190.0,"KSh 4,380",50%,,
1151,Stainless Steel Meat Grinder Hole Plate for 12 Type Meat Grinder  Net  Canister Intestine for Kitchen Aid,2554.0,"KSh 4,650",45%,,
1152,915 Generation Silicone Case for ALLDOCUBE Smile 1 8Inch Tablet Case,1295.0,"KSh 2,266",43%,,
1153,"MPPT Solar Controller 1A 3.2V 3.7V 3.8V 7.4V 11.1V 14.8V Lithium Ion LiFePO4 Titanate Battery Charger Module, MPPT 9V",681.0,"KSh 1,240",45%,,
1154,Temporary Finger Tattoos Wrist Couple Love Tattoo,3419.0,"KSh 5,129",33%,,
1155,Beach Belgian Waffle Maker Smart Home Kitchen Appliance 230V 50Hz 1000W,11897.0,"KSh 23,793",50%,,
1156,Original Touch+LCD Screen For OPPO A11,3599.0,"KSh 5,141",30%,,
1157,6PCS Scented Capsule Air Freshener Fits Ecovacs Deebot OZMO,1179.0,"KSh 2,359",50%,,
1158,1/2Inch Shank Straight Dado Wood Router Bits Tungsten,1381.0,"KSh 2,734",49%,,
1159,96370-2S000 Car AMPLIFIER UNIT External Amp Assy for HYUNDAI IX35,35875.0,"KSh 67,803",47%,,
1160,ANENG MH12 Insulation Earth Resistance Tester Digital Meter Ohm AC DC Voltage Tester LCD Megohmmeter Megger Voltmeter Tool,9164.0,"KSh 16,680",45%,,
1161,Touch Screen Outer Glass Panel Replacement Repair Part For Nintendo Switch NS,7610.0,"KSh 15,210",50%,,
1162,Drainage Plunger Toilet--,1399.0,"KSh 1,999",30%,,
1163,12 Bluetooth Headset For Iphone Smartphone,1049.0,"KSh 2,097",50%,,
1164,Digital Multimeter Auto Range NCV AC/ 6000 Counts Voltage Indicator -- HT118A /HT118C /HT118D HT118A,8500.0,"KSh 16,990",50%,,
1165,X88 PRO 10 Android 10.0 Smart TV Box UHD 4K Media Player,6990.0,"KSh 13,970",50%,,
1166,Rattan Woven Tray Petal-Shaped Handmade Round Ornament Tray,2506.0,"KSh 5,012",50%,,
1167,For IPhone 12 Pro Max Freelander Case(Black),799.0,"KSh 1,141",30%,,
1168,2 Button 5 Pin Massage Recliner Chair Electric Sofa Round Handle Power Switch,1552.0,"KSh 3,104",50%,,
1169,Dollhouse Miniatures Furniture Cooker Gas Stove Crafters   1,2021.0,"KSh 4,041",50%,,
1170,T-shaped Holder Case,3299.0,"KSh 4,712",30%,,
1171,112 Miniature Dollhouse Coffee Pot Rice Cooker Model Mini,2703.0,"KSh 4,144 - KSh 6,937",35%,,
1172,"2 In 1 IPhone Lightning Audio + Charge Adapter,",899.0,"KSh 1,284",30%,,
1173,Long Gloves For Women Men White Full Finger Waitre,4398.0,,,,
1174,AC11 Audio Cable One To Two 3.5mm Turn 2RCA Audio Cable Double Lotus Audio Cable AV Cable Purple,2330.0,"KSh 4,650",50%,,
1175,1/12 Miniature Dollhouse Bed Dolls House Accessories Dollhou,2760.0,"KSh 5,519",50%,,
1176,Magnetic Phone Case For Xiaomi Redmi Note 11S 5G,1099.0,"KSh 1,570",30%,,
1177,915 Generation SIO12 -K Intelligent OLED Electric Soldering IronBox 0-450 Adjustable Temperature Built-in Buzzer Soldering Iron,8923.0,"KSh 16,508",46%,,
1178,Ultra Thin Switching Power Supply Lighting Transformer AC190-240V DC24V 2.5A 60W Power Supply Adapter for LED Strips,1197.0,"KSh 2,300",48%,,
1179,"SULAITE PROTECTIVE PADS KNEE PADS Skateboard ,riding ,dance",1066.0,"KSh 1,918",44%,,
1180,"10 Pieces Metal Toothpaste Squeezer Tube Squeezer Press Key Tube Squeezer for Family Washroom Bathroom,Toothpaste,Etc",1884.0,"KSh 3,768",50%,,
1181,Case for iPhone XSMAX green box Electroplating magnetic magsafe anti fall No110263,1593.0,,,,
1182,Fashion Women's Polka Dot Low Sleeve Linen G&#246;mlekTunik Casual Pants Top-,11390.0,"KSh 19,637",42%,,
1183,Fashion Men Underwear Faux Leather Underpants,2300.0,"KSh 3,286",30%,,
1184,Case For Samsung S21 Ultra Luxury Full-Green,3490.0,"KSh 6,017",42%,,
1185,Fashion Male Solid Shorts Underwear,2300.0,"KSh 3,286",30%,,
1186,Fashion Male Solid Shorts Underwear,2300.0,"KSh 3,286",30%,,
1187,Fashion Men Cotton Linen Blouse Vintage Clothing,12420.0,"KSh 20,700",40%,,
1188,"2 PCS MZ H3 36W 3600 LM 6000K IP68 Canbus Constant Current Car LED Headlight With 2 COB Lamps, DC 9-36V(White Light)",1332.0,"KSh 2,812",53%,,
1189,TPU Phone Case For Xiaomi Mi Mix 3 5G,599.0,KSh 855,30%,,
1190,Screw Bracket Mount Saddles Bases Cable Tie Bracket 23mmx16mm 30 Units Black,373.0,KSh 716,48%,,
1191,1 12 Scale Shutters Wood Stoves For Miniatures Blue,1643.0,"KSh 2,300",29%,,
1192,"4 Roll of 200 Disposable Cleaning Cloth,Reusable Kitchen Towel,Tableware Cloth,Non-Woven Cloth,Multi-Purpose Manual Wipe",2179.0,"KSh 3,965",45%,,
1193,Fashion Boho Casual Pockets Maxi Long Dress Vintage Plaid Printed,2221.0,"KSh 4,374",49%,,
1194,Eco Styler Olive Oil Professional Styling Gel +Double Side Brush,1095.0,"KSh 1,399",22%,,
1195,Temporary Finger Tattoos Wrist Couple Love Tattoo,3419.0,"KSh 5,129",33%,,
1196,Temporary Finger Tattoos Wrist Couple Love Tattoo,3419.0,"KSh 5,129",33%,,
1197,Original Touch+LCD Screen For OPPO A11,3599.0,"KSh 5,141",30%,,
1198,Case For Samsung Galaxy S10 Lite Soft Matte Casing,720.0,KSh 860,16%,,
1199,SFRM72-FU 3.5 Inch 72KB USB Floppy Drive Emulator for TaJIma BARUDAN Happy Embroidery Machine Industrial,8810.0,"KSh 17,619",50%,,
1200,Mini Mirror Clip USB Digital Mp3 Music Player Support 8GB,280.0,KSh 503,44%,,
1201,3.5mm 3 Pole Male Repair Headphones Audio Jack Plug Connector Adapter Soldering,2270.0,"KSh 4,358",48%,,
1202,Original LCD Screen For Blu G80 With Digitizer Full Assembly,6499.0,"KSh 9,284",30%,,
1203,Rechargeable Handheld Foamer High Egg Speed Electric Milk Frother Foam Maker Mixer Coffee Drink Frothing Wand Grey,1292.0,,,,
1204,Tungsten Steel 4 Flute End Mill Milling Drill Bit Set 12mm Tool 6MM,1807.0,"KSh 3,613",50%,,
1205,Refrigerator Mini Usb Fridge Freezer Cans Drink Beer Cooler Warmer Travel Refrigerator Icebox Car Office Use Portable,6469.0,"KSh 12,937",50%,,
1206,Genuine Leather Portable Earphone Protective Case With Lanya,14950.0,"KSh 29,899",50%,,
1207,(Blue)Original OnePlus Nord2 Case High Quality Liquid Silicone Soft Cover F DON,2990.0,"KSh 5,155",42%,,
1208,Mini Golf Club Carrier Bag Carry Driving Range Travel Bag with Straps,999.0,"KSh 1,888",47%,,
1209,1Pc 1/4 Inch Shank T Slot Router Bit Hex Bolt Key Hole Keyhole Woodworking Milling Cutter End Mill,768.0,"KSh 1,452",47%,,
